cimento,fck,fcj,ac,slump,dmax,agua,consumo_cimento,consumo_brita,consumo_areia,ar_incorporado,teor_argamassa
CP II 32,10,16.6,0.68,80,9.5,165,243,1160,827.91,2,48
CP II 32,10,16.6,0.68,90,9.5,170,250,1153,815.52,2,48
CP II 32,10,16.6,0.68,100,9.5,175,257,1148,801.21,2,48
CP II 32,10,16.6,0.68,110,9.5,180,265,1141,787.97,2,48
CP II 32,10,16.6,0.68,120,9.5,185,272,1134,775.57,2,48
CP II 32,10,16.6,0.68,130,9.5,190,279,1127,763.18,2,48
CP II 32,10,16.6,0.68,140,9.5,195,287,1122,748.02,2,48
CP II 32,10,16.6,0.68,70,12.5,148,217,1182,873.64,2,48
CP II 32,10,16.6,0.68,80,12.5,155,228,1174,853.55,2,48
CP II 32,10,16.6,0.68,90,12.5,161,236,1164,840.54,2,48
CP II 32,10,16.6,0.68,100,12.5,167,245,1157,823.82,2,48
CP II 32,10,16.6,0.68,110,12.5,173,254,1149,808.06,2,48
CP II 32,10,16.6,0.68,120,12.5,180,264,1140,789.77,2,48
CP II 32,10,16.6,0.68,130,12.5,186,273,1132,774.01,2,48
CP II 32,10,16.6,0.68,140,12.5,192,282,1125,757.29,2,48
CP II 32,10,16.6,0.68,70,19,142,209,1190,888.55,2,48
CP II 32,10,16.6,0.68,80,19,149,219,1180,871.22,2,48
CP II 32,10,16.6,0.68,90,19,156,229,1172,851.98,2,48
CP II 32,10,16.6,0.68,100,19,163,240,1162.67,833.16,2,48
CP II 32,10,16.6,0.68,110,19,169,249,1156,816.13,2,48
CP II 32,10,16.6,0.68,120,19,176,259,1147,797.84,2,48
CP II 32,10,16.6,0.68,130,19,183,269,1138,779.55,2,48
CP II 32,10,16.6,0.68,140,19,190,279,1129,761.27,2,48
CP II 32,10,16.6,0.68,70,25,133,196,1200,913.69,2,48
CP II 32,10,16.6,0.68,80,25,140,206,1192,894.45,2,48
CP II 32,10,16.6,0.68,90,25,148,218,1182,872.79,2,48
CP II 32,10,16.6,0.68,100,25,155,228,1173.33,854.18,2,48
CP II 32,10,16.6,0.68,110,25,163,240,1162,833.8,2,48
CP II 32,10,16.6,0.68,120,25,170,250,1153,815.52,2,48
CP II 32,10,16.6,0.68,130,25,178,262,1144,792.9,2,48
CP II 32,10,16.6,0.68,140,25,185,272,1135,774.62,2,48
CP II 32,10,16.6,0.68,70,9.5,160,235,1189,820.11,2,47
CP II 32,10,16.6,0.68,80,9.5,165,243,1183,805.91,2,47
CP II 32,10,16.6,0.68,90,9.5,170,250,1177,792.56,2,47
CP II 32,10,16.6,0.68,100,9.5,175,257,1169,781.13,2,47
CP II 32,10,16.6,0.68,110,9.5,180,265,1163,766.93,2,47
CP II 32,10,16.6,0.68,120,9.5,185,272,1157,753.58,2,47
CP II 32,10,16.6,0.68,130,9.5,190,279,1151,740.23,2,47
CP II 32,10,16.6,0.68,140,9.5,195,287,1144,726.98,2,47
CP II 32,10,16.6,0.68,70,12.5,148,217,1204,852.6,2,47
CP II 32,10,16.6,0.68,80,12.5,155,228,1196,832.51,2,47
CP II 32,10,16.6,0.68,90,12.5,161,236,1188,817.59,2,47
CP II 32,10,16.6,0.68,100,12.5,167,245,1180,801.83,2,47
CP II 32,10,16.6,0.68,110,12.5,173,254,1172,786.06,2,47
CP II 32,10,16.6,0.68,120,12.5,180,264,1164,766.82,2,47
CP II 32,10,16.6,0.68,130,12.5,186,273,1156,751.05,2,47
CP II 32,10,16.6,0.68,140,12.5,192,282,1148,735.29,2,47
CP II 32,10,16.6,0.68,70,19,142,209,1212,867.51,2,47
CP II 32,10,16.6,0.68,80,19,149,219,1204,848.27,2,47
CP II 32,10,16.6,0.68,90,19,156,229,1194,830.94,2,47
CP II 32,10,16.6,0.68,100,19,163,240,1185.33,811.49,2,47
CP II 32,10,16.6,0.68,110,19,169,249,1178,795.09,2,47
CP II 32,10,16.6,0.68,120,19,176,259,1169,776.8,2,47
CP II 32,10,16.6,0.68,130,19,183,269,1158.33,760.11,2,47
CP II 32,10,16.6,0.68,140,19,190,279,1149.33,741.82,2,47
CP II 32,10,16.6,0.68,70,25,133,196,1224,890.74,2,47
CP II 32,10,16.6,0.68,80,25,140,206,1216,871.49,2,47
CP II 32,10,16.6,0.68,90,25,148,218,1206,849.84,2,47
CP II 32,10,16.6,0.68,100,25,155,228,1195,833.46,2,47
CP II 32,10,16.6,0.68,110,25,163,240,1186,810.85,2,47
CP II 32,10,16.6,0.68,120,25,170,250,1177,792.56,2,47
CP II 32,10,16.6,0.68,130,25,178,262,1165,772.82,2,47
CP II 32,10,16.6,0.68,140,25,185,272,1157,753.58,2,47
CP II 32,10,16.6,0.68,70,9.5,160,235,1212,798.12,2,46
CP II 32,10,16.6,0.68,80,9.5,165,243,1206,783.92,2,46
CP II 32,10,16.6,0.68,90,9.5,170,250,1200,770.57,2,46
CP II 32,10,16.6,0.68,100,9.5,175,257,1192,759.13,2,46
CP II 32,10,16.6,0.68,110,9.5,180,265,1186,744.93,2,46
CP II 32,10,16.6,0.68,120,9.5,185,272,1180,731.58,2,46
CP II 32,10,16.6,0.68,130,9.5,190,279,1172,720.14,2,46
CP II 32,10,16.6,0.68,140,9.5,195,287,1166,705.94,2,46
CP II 32,10,16.6,0.68,70,12.5,148,217,1228,829.65,2,46
CP II 32,10,16.6,0.68,80,12.5,155,228,1220,809.55,2,46
CP II 32,10,16.6,0.68,90,12.5,161,236,1212,794.64,2,46
CP II 32,10,16.6,0.68,100,12.5,167,245,1204,778.87,2,46
CP II 32,10,16.6,0.68,110,12.5,173,254,1196,763.11,2,46
CP II 32,10,16.6,0.68,120,12.5,180,264,1186,745.78,2,46
CP II 32,10,16.6,0.68,130,12.5,186,273,1178,730.01,2,46
CP II 32,10,16.6,0.68,140,12.5,192,282,1170,714.25,2,46
CP II 32,10,16.6,0.68,70,19,142,209,1236,844.56,2,46
CP II 32,10,16.6,0.68,80,19,149,219,1228,825.32,2,46
CP II 32,10,16.6,0.68,90,19,156,229,1218,807.99,2,46
CP II 32,10,16.6,0.68,100,19,163,240,1209.33,788.53,2,46
CP II 32,10,16.6,0.68,110,19,169,249,1200.33,773.73,2,46
CP II 32,10,16.6,0.68,120,19,176,259,1191.33,755.44,2,46
CP II 32,10,16.6,0.68,130,19,183,269,1182.33,737.15,2,46
CP II 32,10,16.6,0.68,140,19,190,279,1173.33,718.87,2,46
CP II 32,10,16.6,0.68,70,25,133,196,1248,867.78,2,46
CP II 32,10,16.6,0.68,80,25,140,206,1240,848.54,2,46
CP II 32,10,16.6,0.68,90,25,148,218,1228,828.8,2,46
CP II 32,10,16.6,0.68,100,25,155,228,1218.67,810.83,2,46
CP II 32,10,16.6,0.68,110,25,163,240,1208.67,789.17,2,46
CP II 32,10,16.6,0.68,120,25,170,250,1198.67,771.84,2,46
CP II 32,10,16.6,0.68,130,25,178,262,1188.67,750.19,2,46
CP II 32,10,16.6,0.68,140,25,185,272,1178.67,732.85,2,46
CP II 32,10,16.6,0.68,70,9.5,160,235,1236,775.16,2,45
CP II 32,10,16.6,0.68,80,9.5,165,243,1228,762.88,2,45
CP II 32,10,16.6,0.68,90,9.5,170,250,1222,749.53,2,45
CP II 32,10,16.6,0.68,100,9.5,175,257,1214.67,737.45,2,45
CP II 32,10,16.6,0.68,110,9.5,180,265,1207.67,724.21,2,45
CP II 32,10,16.6,0.68,120,9.5,185,272,1200.67,711.81,2,45
CP II 32,10,16.6,0.68,130,9.5,190,279,1193.67,699.42,2,45
CP II 32,10,16.6,0.68,140,9.5,195,287,1188,684.9,2,45
CP II 32,10,16.6,0.68,70,12.5,148,217,1252,806.69,2,45
CP II 32,10,16.6,0.68,80,12.5,155,228,1242,788.51,2,45
CP II 32,10,16.6,0.68,90,12.5,161,236,1234,773.6,2,45
CP II 32,10,16.6,0.68,100,12.5,167,245,1226,757.83,2,45
CP II 32,10,16.6,0.68,110,12.5,173,254,1218,742.07,2,45
CP II 32,10,16.6,0.68,120,12.5,180,264,1209,723.78,2,45
CP II 32,10,16.6,0.68,130,12.5,186,273,1200,708.97,2,45
CP II 32,10,16.6,0.68,140,12.5,192,282,1191,694.17,2,45
CP II 32,10,16.6,0.68,70,19,142,209,1259,822.57,2,45
CP II 32,10,16.6,0.68,80,19,149,219,1250,804.28,2,45
CP II 32,10,16.6,0.68,90,19,156,229,1241,785.99,2,45
CP II 32,10,16.6,0.68,100,19,163,240,1232,766.86,2,45
CP II 32,10,16.6,0.68,110,19,169,249,1223,752.05,2,45
CP II 32,10,16.6,0.68,120,19,176,259,1214,733.76,2,45
CP II 32,10,16.6,0.68,130,19,183,269,1205,715.48,2,45
CP II 32,10,16.6,0.68,140,19,190,279,1194,699.1,2,45
CP II 32,10,16.6,0.68,70,25,133,196,1272,844.83,2,45
CP II 32,10,16.6,0.68,80,25,140,206,1262,827.5,2,45
CP II 32,10,16.6,0.68,90,25,148,218,1252,805.84,2,45
CP II 32,10,16.6,0.68,100,25,155,228,1242,788.51,2,45
CP II 32,10,16.6,0.68,110,25,163,240,1232,766.86,2,45
CP II 32,10,16.6,0.68,120,25,170,250,1222,749.53,2,45
CP II 32,10,16.6,0.68,130,25,178,262,1212,727.87,2,45
CP II 32,10,16.6,0.68,140,25,185,272,1202,710.54,2,45
CP II 32,15,21.6,0.59,70,9.5,160,271.19,895,1070.58,2,60
CP II 32,15,21.6,0.59,80,9.5,165,279.66,889,1055.98,2,60
CP II 32,15,21.6,0.59,90,9.5,170,288.14,885,1039.47,2,60
CP II 32,15,21.6,0.59,100,9.5,175,296.61,879.67,1024.23,2,60
CP II 32,15,21.6,0.59,110,9.5,180,305.08,874.67,1008.67,2,60
CP II 32,15,21.6,0.59,120,9.5,185,313.56,869.67,993.11,2,60
CP II 32,15,21.6,0.59,130,9.5,190,322.03,864.67,977.55,2,60
CP II 32,15,21.6,0.59,140,9.5,195,330.51,859.67,962,2,60
CP II 32,15,21.6,0.59,70,12.5,148,250.85,907,1107.92,2,60
CP II 32,15,21.6,0.59,80,12.5,155,262.71,900,1086.14,2,60
CP II 32,15,21.6,0.59,90,12.5,161,272.88,893,1068.43,2,60
CP II 32,15,21.6,0.59,100,12.5,167,283.05,888,1048.8,2,60
CP II 32,15,21.6,0.59,110,12.5,173,293.22,881,1031.09,2,60
CP II 32,15,21.6,0.59,120,12.5,180,305.08,874,1009.31,2,60
CP II 32,15,21.6,0.59,130,12.5,186,315.25,868,990.64,2,60
CP II 32,15,21.6,0.59,140,12.5,192,325.42,864,970.06,2,60
CP II 32,15,21.6,0.59,70,19,142,240.68,912,1127.55,2,60
CP II 32,15,21.6,0.59,80,19,149,252.54,906,1104.81,2,60
CP II 32,15,21.6,0.59,90,19,156,264.41,898,1083.99,2,60
CP II 32,15,21.6,0.59,100,19,163,276.27,891.33,1061.89,2,60
CP II 32,15,21.6,0.59,110,19,169,286.44,886,1042.58,2,60
CP II 32,15,21.6,0.59,120,19,176,298.31,879,1020.8,2,60
CP II 32,15,21.6,0.59,130,19,183,310.17,872,999.02,2,60
CP II 32,15,21.6,0.59,140,19,190,322.03,865,977.24,2,60
CP II 32,15,21.6,0.59,70,25,133,225.42,922,1154.6,2,60
CP II 32,15,21.6,0.59,80,25,140,237.29,914,1133.77,2,60
CP II 32,15,21.6,0.59,90,25,148,250.85,906,1108.88,2,60
CP II 32,15,21.6,0.59,100,25,155,262.71,900,1086.14,2,60
CP II 32,15,21.6,0.59,110,25,163,276.27,892,1061.25,2,60
CP II 32,15,21.6,0.59,120,25,170,288.14,884,1040.42,2,60
CP II 32,15,21.6,0.59,130,25,178,301.69,876,1015.53,2,60
CP II 32,15,21.6,0.59,140,25,185,313.56,870,992.79,2,60
CP II 32,15,21.6,0.59,70,9.5,160,271.19,917,1049.54,2,59
CP II 32,15,21.6,0.59,80,9.5,165,279.66,912,1033.99,2,59
CP II 32,15,21.6,0.59,90,9.5,170,288.14,907,1018.43,2,59
CP II 32,15,21.6,0.59,100,9.5,175,296.61,902,1002.87,2,59
CP II 32,15,21.6,0.59,110,9.5,180,305.08,897,987.31,2,59
CP II 32,15,21.6,0.59,120,9.5,185,313.56,892,971.75,2,59
CP II 32,15,21.6,0.59,130,9.5,190,322.03,887,956.2,2,59
CP II 32,15,21.6,0.59,140,9.5,195,330.51,882,940.64,2,59
CP II 32,15,21.6,0.59,70,12.5,148,250.85,930,1085.93,2,59
CP II 32,15,21.6,0.59,80,12.5,155,262.71,922,1065.1,2,59
CP II 32,15,21.6,0.59,90,12.5,161,272.88,916,1046.43,2,59
CP II 32,15,21.6,0.59,100,12.5,167,283.05,911,1026.81,2,59
CP II 32,15,21.6,0.59,110,12.5,173,293.22,904,1009.09,2,59
CP II 32,15,21.6,0.59,120,12.5,180,305.08,898,986.36,2,59
CP II 32,15,21.6,0.59,130,12.5,186,315.25,890,969.6,2,59
CP II 32,15,21.6,0.59,140,12.5,192,325.42,884,950.93,2,59
CP II 32,15,21.6,0.59,70,19,142,240.68,936,1104.6,2,59
CP II 32,15,21.6,0.59,80,19,149,252.54,928,1083.77,2,59
CP II 32,15,21.6,0.59,90,19,156,264.41,922,1061.03,2,59
CP II 32,15,21.6,0.59,100,19,163,276.27,914.67,1039.57,2,59
CP II 32,15,21.6,0.59,110,19,169,286.44,907.67,1021.86,2,59
CP II 32,15,21.6,0.59,120,19,176,298.31,900.67,1000.08,2,59
CP II 32,15,21.6,0.59,130,19,183,310.17,893.67,978.3,2,59
CP II 32,15,21.6,0.59,140,19,190,322.03,886.67,956.51,2,59
CP II 32,15,21.6,0.59,70,25,133,225.42,944,1133.56,2,59
CP II 32,15,21.6,0.59,80,25,140,237.29,938,1110.82,2,59
CP II 32,15,21.6,0.59,90,25,148,250.85,930,1085.93,2,59
CP II 32,15,21.6,0.59,100,25,155,262.71,923.33,1063.83,2,59
CP II 32,15,21.6,0.59,110,25,163,276.27,915,1039.25,2,59
CP II 32,15,21.6,0.59,120,25,170,288.14,907,1018.43,2,59
CP II 32,15,21.6,0.59,130,25,178,301.69,900,992.58,2,59
CP II 32,15,21.6,0.59,140,25,185,313.56,892,971.75,2,59
CP II 32,15,21.6,0.59,70,9.5,160,271.19,940,1027.55,2,58
CP II 32,15,21.6,0.59,80,9.5,165,279.66,934,1012.95,2,58
CP II 32,15,21.6,0.59,90,9.5,170,288.14,930,996.43,2,58
CP II 32,15,21.6,0.59,100,9.5,175,296.61,924.67,981.19,2,58
CP II 32,15,21.6,0.59,110,9.5,180,305.08,919.67,965.63,2,58
CP II 32,15,21.6,0.59,120,9.5,185,313.56,914.67,950.08,2,58
CP II 32,15,21.6,0.59,130,9.5,190,322.03,909.67,934.52,2,58
CP II 32,15,21.6,0.59,140,9.5,195,330.51,904.67,918.96,2,58
CP II 32,15,21.6,0.59,70,12.5,148,250.85,953,1063.93,2,58
CP II 32,15,21.6,0.59,80,12.5,155,262.71,944,1044.06,2,58
CP II 32,15,21.6,0.59,90,12.5,161,272.88,938,1025.39,2,58
CP II 32,15,21.6,0.59,100,12.5,167,283.05,932,1006.72,2,58
CP II 32,15,21.6,0.59,110,12.5,173,293.22,926,988.05,2,58
CP II 32,15,21.6,0.59,120,12.5,180,305.08,919,966.27,2,58
CP II 32,15,21.6,0.59,130,12.5,186,315.25,914,946.65,2,58
CP II 32,15,21.6,0.59,140,12.5,192,325.42,907,928.93,2,58
CP II 32,15,21.6,0.59,70,19,142,240.68,959,1082.6,2,58
CP II 32,15,21.6,0.59,80,19,149,252.54,952,1060.82,2,58
CP II 32,15,21.6,0.59,90,19,156,264.41,944,1039.99,2,58
CP II 32,15,21.6,0.59,100,19,163,276.27,936.67,1018.53,2,58
CP II 32,15,21.6,0.59,110,19,169,286.44,931,999.54,2,58
CP II 32,15,21.6,0.59,120,19,176,298.31,924,977.76,2,58
CP II 32,15,21.6,0.59,130,19,183,310.17,916,956.94,2,58
CP II 32,15,21.6,0.59,140,19,190,322.03,909,935.16,2,58
CP II 32,15,21.6,0.59,70,25,133,225.42,967,1111.56,2,58
CP II 32,15,21.6,0.59,80,25,140,237.29,960,1089.78,2,58
CP II 32,15,21.6,0.59,90,25,148,250.85,952,1064.89,2,58
CP II 32,15,21.6,0.59,100,25,155,262.71,944.67,1043.42,2,58
CP II 32,15,21.6,0.59,110,25,163,276.27,937.17,1018.05,2,58
CP II 32,15,21.6,0.59,120,25,170,288.14,929.67,996.75,2,58
CP II 32,15,21.6,0.59,130,25,178,301.69,922.17,971.38,2,58
CP II 32,15,21.6,0.59,140,25,185,313.56,914.67,950.08,2,58
CP II 32,15,21.6,0.59,70,9.5,160,271.19,963,1005.55,2,57
CP II 32,15,21.6,0.59,80,9.5,165,279.66,957,990.95,2,57
CP II 32,15,21.6,0.59,90,9.5,170,288.14,952,975.39,2,57
CP II 32,15,21.6,0.59,100,9.5,175,296.61,946.33,960.47,2,57
CP II 32,15,21.6,0.59,110,9.5,180,305.08,940.83,945.39,2,57
CP II 32,15,21.6,0.59,120,9.5,185,313.56,935.33,930.31,2,57
CP II 32,15,21.6,0.59,130,9.5,190,322.03,932,913.16,2,57
CP II 32,15,21.6,0.59,140,9.5,195,330.51,926,898.56,2,57
CP II 32,15,21.6,0.59,70,12.5,148,250.85,975,1042.89,2,57
CP II 32,15,21.6,0.59,80,12.5,155,262.71,969,1020.15,2,57
CP II 32,15,21.6,0.59,90,12.5,161,272.88,962,1002.44,2,57
CP II 32,15,21.6,0.59,100,12.5,167,283.05,955.67,984.09,2,57
CP II 32,15,21.6,0.59,110,12.5,173,293.22,949.17,965.9,2,57
CP II 32,15,21.6,0.59,120,12.5,180,305.08,942.67,943.64,2,57
CP II 32,15,21.6,0.59,130,12.5,186,315.25,936.17,925.45,2,57
CP II 32,15,21.6,0.59,140,12.5,192,325.42,929.67,907.26,2,57
CP II 32,15,21.6,0.59,70,19,142,240.68,982,1060.6,2,57
CP II 32,15,21.6,0.59,80,19,149,252.54,975,1038.82,2,57
CP II 32,15,21.6,0.59,90,19,156,264.41,967,1018,2,57
CP II 32,15,21.6,0.59,100,19,163,276.27,959.67,996.53,2,57
CP II 32,15,21.6,0.59,110,19,169,286.44,952.17,979.3,2,57
CP II 32,15,21.6,0.59,120,19,176,298.31,946,956.72,2,57
CP II 32,15,21.6,0.59,130,19,183,310.17,939,934.94,2,57
CP II 32,15,21.6,0.59,140,19,190,322.03,932,913.16,2,57
CP II 32,15,21.6,0.59,70,25,133,225.42,992,1087.65,2,57
CP II 32,15,21.6,0.59,80,25,140,237.29,984,1066.83,2,57
CP II 32,15,21.6,0.59,90,25,148,250.85,976,1041.93,2,57
CP II 32,15,21.6,0.59,100,25,155,262.71,968,1021.11,2,57
CP II 32,15,21.6,0.59,110,25,163,276.27,960,996.22,2,57
CP II 32,15,21.6,0.59,120,25,170,288.14,952,975.39,2,57
CP II 32,15,21.6,0.59,130,25,178,301.69,944,950.5,2,57
CP II 32,15,21.6,0.59,140,25,185,313.56,936,929.67,2,57
CP II 32,15,21.6,0.59,70,9.5,160,271.19,986,983.55,2,56
CP II 32,15,21.6,0.59,80,9.5,165,279.66,979,969.91,2,56
CP II 32,15,21.6,0.59,90,9.5,170,288.14,974,954.35,2,56
CP II 32,15,21.6,0.59,100,9.5,175,296.61,970,937.84,2,56
CP II 32,15,21.6,0.59,110,9.5,180,305.08,964,923.24,2,56
CP II 32,15,21.6,0.59,120,9.5,185,313.56,958,908.63,2,56
CP II 32,15,21.6,0.59,130,9.5,190,322.03,953,893.08,2,56
CP II 32,15,21.6,0.59,140,9.5,195,330.51,947,878.47,2,56
CP II 32,15,21.6,0.59,70,12.5,148,250.85,999,1019.94,2,56
CP II 32,15,21.6,0.59,80,12.5,155,262.71,990,1000.07,2,56
CP II 32,15,21.6,0.59,90,12.5,161,272.88,985,980.44,2,56
CP II 32,15,21.6,0.59,100,12.5,167,283.05,977.33,963.37,2,56
CP II 32,15,21.6,0.59,110,12.5,173,293.22,970.33,945.65,2,56
CP II 32,15,21.6,0.59,120,12.5,180,305.08,963.33,923.87,2,56
CP II 32,15,21.6,0.59,130,12.5,186,315.25,956.33,906.16,2,56
CP II 32,15,21.6,0.59,140,12.5,192,325.42,950,887.81,2,56
CP II 32,15,21.6,0.59,70,19,142,240.68,1005,1038.61,2,56
CP II 32,15,21.6,0.59,80,19,149,252.54,997,1017.78,2,56
CP II 32,15,21.6,0.59,90,19,156,264.41,989,996.96,2,56
CP II 32,15,21.6,0.59,100,19,163,276.27,983,974.22,2,56
CP II 32,15,21.6,0.59,110,19,169,286.44,975,957.46,2,56
CP II 32,15,21.6,0.59,120,19,176,298.31,968,935.68,2,56
CP II 32,15,21.6,0.59,130,19,183,310.17,960,914.86,2,56
CP II 32,15,21.6,0.59,140,19,190,322.03,952,894.03,2,56
CP II 32,15,21.6,0.59,70,25,133,225.42,1015,1065.65,2,56
CP II 32,15,21.6,0.59,80,25,140,237.29,1007,1044.83,2,56
CP II 32,15,21.6,0.59,90,25,148,250.85,999,1019.94,2,56
CP II 32,15,21.6,0.59,100,25,155,262.71,991,999.11,2,56
CP II 32,15,21.6,0.59,110,25,163,276.27,983,974.22,2,56
CP II 32,15,21.6,0.59,120,25,170,288.14,975,953.39,2,56
CP II 32,15,21.6,0.59,130,25,178,301.69,967,928.5,2,56
CP II 32,15,21.6,0.59,140,25,185,313.56,959,907.68,2,56
CP II 32,15,21.6,0.59,70,9.5,160,271.19,1008,962.51,2,55
CP II 32,15,21.6,0.59,80,9.5,165,279.66,1002,947.91,2,55
CP II 32,15,21.6,0.59,90,9.5,170,288.14,997,932.35,2,55
CP II 32,15,21.6,0.59,100,9.5,175,296.61,991.33,917.43,2,55
CP II 32,15,21.6,0.59,110,9.5,180,305.08,985.83,902.35,2,55
CP II 32,15,21.6,0.59,120,9.5,185,313.56,980.33,887.28,2,55
CP II 32,15,21.6,0.59,130,9.5,190,322.03,974.83,872.2,2,55
CP II 32,15,21.6,0.59,140,9.5,195,330.51,969.33,857.12,2,55
CP II 32,15,21.6,0.59,70,12.5,148,250.85,1022,997.94,2,55
CP II 32,15,21.6,0.59,80,12.5,155,262.71,1014,977.12,2,55
CP II 32,15,21.6,0.59,90,12.5,161,272.88,1006,960.36,2,55
CP II 32,15,21.6,0.59,100,12.5,167,283.05,1000,941.69,2,55
CP II 32,15,21.6,0.59,110,12.5,173,293.22,995,922.06,2,55
CP II 32,15,21.6,0.59,120,12.5,180,305.08,987,901.24,2,55
CP II 32,15,21.6,0.59,130,12.5,186,315.25,980,883.53,2,55
CP II 32,15,21.6,0.59,140,12.5,192,325.42,972,866.77,2,55
CP II 32,15,21.6,0.59,70,19,142,240.68,1028,1016.61,2,55
CP II 32,15,21.6,0.59,80,19,149,252.54,1020,995.79,2,55
CP II 32,15,21.6,0.59,90,19,156,264.41,1012,974.96,2,55
CP II 32,15,21.6,0.59,100,19,163,276.27,1004,954.14,2,55
CP II 32,15,21.6,0.59,110,19,169,286.44,998,935.47,2,55
CP II 32,15,21.6,0.59,120,19,176,298.31,991,913.69,2,55
CP II 32,15,21.6,0.59,130,19,183,310.17,983,892.86,2,55
CP II 32,15,21.6,0.59,140,19,190,322.03,976,871.08,2,55
CP II 32,15,21.6,0.59,70,25,133,225.42,1037,1044.61,2,55
CP II 32,15,21.6,0.59,80,25,140,237.29,1030,1022.83,2,55
CP II 32,15,21.6,0.59,90,25,148,250.85,1022,997.94,2,55
CP II 32,15,21.6,0.59,100,25,155,262.71,1014.67,976.48,2,55
CP II 32,15,21.6,0.59,110,25,163,276.27,1005,953.18,2,55
CP II 32,15,21.6,0.59,120,25,170,288.14,997,932.35,2,55
CP II 32,15,21.6,0.59,130,25,178,301.69,989,907.46,2,55
CP II 32,15,21.6,0.59,140,25,185,313.56,980,887.59,2,55
CP II 32,15,21.6,0.59,70,9.5,160,271.19,1032,939.56,2,54
CP II 32,15,21.6,0.59,80,9.5,165,279.66,1025,925.92,2,54
CP II 32,15,21.6,0.59,90,9.5,170,288.14,1019,911.31,2,54
CP II 32,15,21.6,0.59,100,9.5,175,296.61,1014,895.76,2,54
CP II 32,15,21.6,0.59,110,9.5,180,305.08,1008,881.16,2,54
CP II 32,15,21.6,0.59,120,9.5,185,313.56,1002,866.55,2,54
CP II 32,15,21.6,0.59,130,9.5,190,322.03,997,851,2,54
CP II 32,15,21.6,0.59,140,9.5,195,330.51,992,835.44,2,54
CP II 32,15,21.6,0.59,70,12.5,148,250.85,1045,975.94,2,54
CP II 32,15,21.6,0.59,80,12.5,155,262.71,1037,955.12,2,54
CP II 32,15,21.6,0.59,90,12.5,161,272.88,1029,938.36,2,54
CP II 32,15,21.6,0.59,100,12.5,167,283.05,1023,919.69,2,54
CP II 32,15,21.6,0.59,110,12.5,173,293.22,1017,901.02,2,54
CP II 32,15,21.6,0.59,120,12.5,180,305.08,1008,881.16,2,54
CP II 32,15,21.6,0.59,130,12.5,186,315.25,1001,863.44,2,54
CP II 32,15,21.6,0.59,140,12.5,192,325.42,994,845.73,2,54
CP II 32,15,21.6,0.59,70,19,142,240.68,1052,993.66,2,54
CP II 32,15,21.6,0.59,80,19,149,252.54,1043,973.79,2,54
CP II 32,15,21.6,0.59,90,19,156,264.41,1035,952.96,2,54
CP II 32,15,21.6,0.59,100,19,163,276.27,1028,931.18,2,54
CP II 32,15,21.6,0.59,110,19,169,286.44,1020,914.43,2,54
CP II 32,15,21.6,0.59,120,19,176,298.31,1012,893.6,2,54
CP II 32,15,21.6,0.59,130,19,183,310.17,1004,872.78,2,54
CP II 32,15,21.6,0.59,140,19,190,322.03,997,851,2,54
CP II 32,15,21.6,0.59,70,25,133,225.42,1062,1020.71,2,54
CP II 32,15,21.6,0.59,80,25,140,237.29,1054,999.88,2,54
CP II 32,15,21.6,0.59,90,25,148,250.85,1044,976.9,2,54
CP II 32,15,21.6,0.59,100,25,155,262.71,1037,955.12,2,54
CP II 32,15,21.6,0.59,110,25,163,276.27,1028,931.18,2,54
CP II 32,15,21.6,0.59,120,25,170,288.14,1019,911.31,2,54
CP II 32,15,21.6,0.59,130,25,178,301.69,1010,887.38,2,54
CP II 32,15,21.6,0.59,140,25,185,313.56,1002,866.55,2,54
CP II 32,15,21.6,0.59,70,9.5,160,271.19,1055,917.57,2,53
CP II 32,15,21.6,0.59,80,9.5,165,279.66,1048,903.92,2,53
CP II 32,15,21.6,0.59,90,9.5,170,288.14,1042,889.32,2,53
CP II 32,15,21.6,0.59,100,9.5,175,296.61,1037,873.76,2,53
CP II 32,15,21.6,0.59,110,9.5,180,305.08,1031,859.16,2,53
CP II 32,15,21.6,0.59,120,9.5,185,313.56,1024,845.51,2,53
CP II 32,15,21.6,0.59,130,9.5,190,322.03,1019,829.96,2,53
CP II 32,15,21.6,0.59,140,9.5,195,330.51,1013,815.35,2,53
CP II 32,15,21.6,0.59,70,12.5,148,250.85,1068,953.95,2,53
CP II 32,15,21.6,0.59,80,12.5,155,262.71,1059,934.08,2,53
CP II 32,15,21.6,0.59,90,12.5,161,272.88,1052,916.37,2,53
CP II 32,15,21.6,0.59,100,12.5,167,283.05,1046,897.7,2,53
CP II 32,15,21.6,0.59,110,12.5,173,293.22,1038,880.94,2,53
CP II 32,15,21.6,0.59,120,12.5,180,305.08,1030,860.12,2,53
CP II 32,15,21.6,0.59,130,12.5,186,315.25,1023,842.4,2,53
CP II 32,15,21.6,0.59,140,12.5,192,325.42,1016,824.69,2,53
CP II 32,15,21.6,0.59,70,19,142,240.68,1075,971.66,2,53
CP II 32,15,21.6,0.59,80,19,149,252.54,1067,950.84,2,53
CP II 32,15,21.6,0.59,90,19,156,264.41,1058,930.97,2,53
CP II 32,15,21.6,0.59,100,19,163,276.27,1049.67,910.46,2,53
CP II 32,15,21.6,0.59,110,19,169,286.44,1043,892.43,2,53
